"urn:cite:chron:pm.pm1","The Parian Marble, reconstruction of lost fragment by Jacoby, after Selden's published drawing of 1629.","Scan of drawing published in 1904, now in the public domain."
"urn:cite:chron:pm.pm2","The Parian Marble, drawing of fragment 1 in Ashmolean Museum.","Scan of drawing published in 1904, now in the public domain."
"urn:cite:chron:pm.pm3","The Parian Marble, drawing of fragment 2 in Paros.","Scan of drawing published in 1904, now in the public domain."
