Aegypto primus regnavit PTOLEMAEUS, Lagi filius, annis XL.	urn:cite:chron:j-alexandrians.ruler1
Aegypti II, PTOLEMAEUS Philadelphus, annis XXXVIII	urn:cite:chron:j-alexandrians.ruler2
Aegypti III, PTOLEMAEUS EVERGETES, annis XXVI	urn:cite:chron:j-alexandrians.ruler3
Aegypti PTOLEMAEUS PHILOPATOR, annis XVII	urn:cite:chron:j-alexandrians.ruler4
Aegypti V, PTOLEMAEUS EPIPHANES, annis XXIV	urn:cite:chron:j-alexandrians.ruler5
Aegypti VI, PTOLEMAEUS PHILOMETOR, annis XXXV	urn:cite:chron:j-alexandrians.ruler6
Aegypti VII, PTOLEMAEUS EUERGETES, annis XXIX.	urn:cite:chron:j-alexandrians.ruler7
Aegypti VIII, PTOLEMAEUS PHYSCON, qui et Soter, annis XVII.	urn:cite:chron:j-alexandrians.ruler8
Aegypti IX, PTOLEMAEUS, qui et Alexander, annis X.	urn:cite:chron:j-alexandrians.ruler9
Aegypti X, PTOLEMAEUS, qui a matre fuerat ejectus, annis VIII	urn:cite:chron:j-alexandrians.ruler10
Aegypti XI, PTOLEMAEUS DIONYSUS, annis XXX	urn:cite:chron:j-alexandrians.ruler12
Aegypti XII, CLEOPATRA, annis XXII	urn:cite:chron:j-alexandrians.ruler12
His temporibus I apud Argos regnavit INACHUS, annis L.	urn:cite:chron:j-argives.ruler1
Argis II, PHORONEUS, annis LX.	urn:cite:chron:j-argives.ruler2
Argivorum III, APIS, annis XXXV	urn:cite:chron:j-argives.ruler3
Argis IV, ARGUS, annis LXX.	urn:cite:chron:j-argives.ruler4
Argis V, CRIASSUS, annis LIV	urn:cite:chron:j-argives.ruler5
Argis VI, PHORBAS, annis XXXV.	urn:cite:chron:j-argives.ruler6
Argis VII, TRIOPAS annis XLVI	urn:cite:chron:j-argives.ruler7
Oris Pastoris filius, septimus ab Inacho. Argis VIII, CROTOPUS, annis XXI.	urn:cite:chron:j-argives.ruler8
Argis IX, STENELUS, annis XI.	urn:cite:chron:j-argives.ruler9
Argis X, DANAUS, annis L.	urn:cite:chron:j-argives.ruler10
Argis XI, LYNCEUS, annis XLI.	urn:cite:chron:j-argives.ruler11
Argivorum XII, ABAS, annis XXIII.	urn:cite:chron:j-argives.ruler12
Argis XIII, PROETUS, annis XVII.	urn:cite:chron:j-argives.ruler13
Post quem XIV, ACRISIUS, annis XXXI.	urn:cite:chron:j-argives.ruler14
Primus omni Asiae, exceptis Indis, Ninus Beli filius regnavit annis LII. Hujus Nini XLIII anno imperii sui natus est Abraham.	urn:cite:chron:j-assyrians.ruler1
